FIPS,num_vet_county,state,county,abbrev
51127,55767,Virginia,New Kent,VA
51131,20047,Virginia,Northampton,VA
51133,24878,Virginia,Northumberland,VA
51135,30794,Virginia,Nottoway,VA
51137,97879,Virginia,Orange,VA
51139,47304,Virginia,Page,VA
51141,28481,Virginia,Patrick,VA
51143,92204,Virginia,Pittsylvania,VA
51145,58937,Virginia,Powhatan,VA
51147,33591,Virginia,Prince Edward,VA
51149,142313,Virginia,Prince George,VA
51153,1188803,Virginia,Prince William,VA
51155,62498,Virginia,Pulaski,VA
51157,13700,Virginia,Rappahannock,VA
51159,12192,Virginia,Richmond,VA
51161,148101,Virginia,Roanoke,VA
51163,36403,Virginia,Rockbridge,VA
51165,112143,Virginia,Rockingham,VA
51167,30999,Virginia,Russell,VA
51169,33226,Virginia,Scott,VA
51171,85524,Virginia,Shenandoah,VA
51173,52435,Virginia,Smyth,VA
51175,37328,Virginia,Southampton,VA
51177,389314,Virginia,Spotsylvania,VA
51179,630154,Virginia,Stafford,VA
51181,15690,Virginia,Surry,VA
51183,18021,Virginia,Sussex,VA
51185,65804,Virginia,Tazewell,VA
51187,79805,Virginia,Warren,VA
51191,90278,Virginia,Washington,VA
51193,42776,Virginia,Westmoreland,VA
51195,48599,Virginia,Wise,VA
51197,55093,Virginia,Wythe,VA
51199,238581,Virginia,York,VA
51510,389995,Virginia,Alexandria,VA
51520,27299,Virginia,Bristol,VA
51530,10279,Virginia,Buena Vista,VA
51540,56858,Virginia,Charlottesville,VA
51550,812080,Virginia,Chesapeake,VA
51570,48042,Virginia,Colonial Heights,VA
51580,9764,Virginia,Covington,VA
51590,66521,Virginia,Danville,VA
51595,8347,Virginia,Emporia,VA
51600,40578,Virginia,Fairfax,VA
51610,19787,Virginia,Falls Church,VA
51620,14940,Virginia,Franklin,VA
51630,77597,Virginia,Fredericksburg,VA
51640,12595,Virginia,Galax,VA
51650,532586,Virginia,Hampton,VA
51660,40369,Virginia,Harrisonburg,VA
51670,57940,Virginia,Hopewell,VA
51678,8457,Virginia,Lexington,VA
51680,126544,Virginia,Lynchburg,VA
51683,70403,Virginia,Manassas,VA
51685,27737,Virginia,Manassas Park,VA
51690,19025,Virginia,Martinsville,VA
51700,619621,Virginia,Newport News,VA
51710,831373,Virginia,Norfolk,VA
51720,6854,Virginia,Norton,VA
51730,83328,Virginia,Petersburg,VA
51735,41423,Virginia,Poquoson,VA
51740,281355,Virginia,Portsmouth,VA
51750,22748,Virginia,Radford,VA
51760,329038,Virginia,Richmond,VA
51770,156849,Virginia,Roanoke,VA
51775,41756,Virginia,Salem,VA
51790,52117,Virginia,Staunton,VA
51800,299184,Virginia,Suffolk,VA
51810,1719578,Virginia,Virginia Beach,VA
51820,40680,Virginia,Waynesboro,VA
51830,37072,Virginia,Williamsburg,VA
51840,55351,Virginia,Winchester,VA
53001,13313,Washington,Adams,WA
53003,40876,Washington,Asotin,WA
53005,330548,Washington,Benton,WA
53007,100022,Washington,Chelan,WA
53009,210020,Washington,Clallam,WA
53011,926072,Washington,Clark,WA
53013,7343,Washington,Columbia,WA
53015,235076,Washington,Cowlitz,WA
53017,57454,Washington,Douglas,WA
53019,17336,Washington,Ferry,WA
53021,103546,Washington,Franklin,WA
53023,5631,Washington,Garfield,WA
53025,127789,Washington,Grant,WA
53027,157199,Washington,Grays Harbor,WA
53029,297451,Washington,Island,WA
53031,87323,Washington,Jefferson,WA
53033,2432417,Washington,King,WA
53035,921080,Washington,Kitsap,WA
53037,80574,Washington,Kittitas,WA
53039,54232,Washington,Klickitat,WA
53041,170647,Washington,Lewis,WA
53043,26352,Washington,Lincoln,WA
53045,182139,Washington,Mason,WA
53047,70584,Washington,Okanogan,WA
53049,54358,Washington,Pacific,WA
53051,31816,Washington,Pend Oreille,WA
53053,2431033,Washington,Pierce,WA
53055,28143,Washington,San Juan,WA
53057,243544,Washington,Skagit,WA
53059,20326,Washington,Skamania,WA
53061,1329978,Washington,Snohomish,WA
53063,1208221,Washington,Spokane,WA
53065,100188,Washington,Stevens,WA
53067,899065,Washington,Thurston,WA
53069,10332,Washington,Wahkiakum,WA
53071,93439,Washington,Walla Walla,WA
53073,371018,Washington,Whatcom,WA
53075,55491,Washington,Whitman,WA
53077,266556,Washington,Yakima,WA
54001,24166,West Virginia,Barbour,WV
54003,264173,West Virginia,Berkeley,WV
54005,26176,West Virginia,Boone,WV
54007,22562,West Virginia,Braxton,WV
54009,35292,West Virginia,Brooke,WV
54011,130247,West Virginia,Cabell,WV
54013,10182,West Virginia,Calhoun,WV
54015,13284,West Virginia,Clay,WV
54017,15319,West Virginia,Doddridge,WV
54019,66785,West Virginia,Fayette,WV
54021,12295,West Virginia,Gilmer,WV
54023,20349,West Virginia,Grant,WV
54025,53585,West Virginia,Greenbrier,WV
54027,50143,West Virginia,Hampshire,WV
54029,52886,West Virginia,Hancock,WV
54031,27047,West Virginia,Hardy,WV
54033,105067,West Virginia,Harrison,WV
54035,46908,West Virginia,Jackson,WV
54037,130501,West Virginia,Jefferson,WV
54039,243845,West Virginia,Kanawha,WV
54041,32652,West Virginia,Lewis,WV
54043,24809,West Virginia,Lincoln,WV
54045,38616,West Virginia,Logan,WV
54047,21391,West Virginia,McDowell,WV
54049,98158,West Virginia,Marion,WV
54051,45183,West Virginia,Marshall,WV
54053,36913,West Virginia,Mason,WV
54055,93461,West Virginia,Mercer,WV
54057,56853,West Virginia,Mineral,WV
54059,22092,West Virginia,Mingo,WV
54061,149900,West Virginia,Monongalia,WV
54063,29242,West Virginia,Monroe,WV
54065,41389,West Virginia,Morgan,WV
54067,37861,West Virginia,Nicholas,WV
54069,66776,West Virginia,Ohio,WV
54071,12461,West Virginia,Pendleton,WV
54073,11406,West Virginia,Pleasants,WV
54075,12683,West Virginia,Pocahontas,WV
54077,56343,West Virginia,Preston,WV
54079,98145,West Virginia,Putnam,WV
54081,105514,West Virginia,Raleigh,WV
54083,48329,West Virginia,Randolph,WV
54085,18358,West Virginia,Ritchie,WV
54087,27610,West Virginia,Roane,WV
54089,21637,West Virginia,Summers,WV
54091,36655,West Virginia,Taylor,WV
54093,11571,West Virginia,Tucker,WV
54095,14253,West Virginia,Tyler,WV
54097,42754,West Virginia,Upshur,WV
54099,50567,West Virginia,Wayne,WV
54101,13222,West Virginia,Webster,WV
54103,20368,West Virginia,Wetzel,WV
54105,10426,West Virginia,Wirt,WV
54107,143971,West Virginia,Wood,WV
54109,29398,West Virginia,Wyoming,WV
55001,40547,Wisconsin,Adams,WI
55003,25454,Wisconsin,Ashland,WI
55005,77476,Wisconsin,Barron,WI
55007,28062,Wisconsin,Bayfield,WI
55009,340669,Wisconsin,Brown,WI
55011,21317,Wisconsin,Buffalo,WI
55013,36322,Wisconsin,Burnett,WI
55015,62363,Wisconsin,Calumet,WI
55017,110879,Wisconsin,Chippewa,WI
55019,42745,Wisconsin,Clark,WI
55021,93421,Wisconsin,Columbia,WI
55023,25737,Wisconsin,Crawford,WI
55025,612487,Wisconsin,Dane,WI
55027,143916,Wisconsin,Dodge,WI
55029,39365,Wisconsin,Door,WI
55031,73064,Wisconsin,Douglas,WI
55033,58307,Wisconsin,Dunn,WI
55035,142553,Wisconsin,Eau Claire,WI
55037,10157,Wisconsin,Florence,WI
55039,135428,Wisconsin,Fond du Lac,WI
55041,17049,Wisconsin,Forest,WI
55043,65415,Wisconsin,Grant,WI
55045,52843,Wisconsin,Green,WI
55047,27179,Wisconsin,Green Lake,WI
55049,32306,Wisconsin,Iowa,WI
55051,10988,Wisconsin,Iron,WI
55053,38239,Wisconsin,Jackson,WI
55055,105737,Wisconsin,Jefferson,WI
55057,51325,Wisconsin,Juneau,WI
55059,214555,Wisconsin,Kenosha,WI
55061,26944,Wisconsin,Kewaunee,WI
55063,181493,Wisconsin,La Crosse,WI
55065,19897,Wisconsin,Lafayette,WI
55067,38321,Wisconsin,Langlade,WI
55069,45023,Wisconsin,Lincoln,WI
55071,116440,Wisconsin,Manitowoc,WI
55073,174035,Wisconsin,Marathon,WI
55075,76474,Wisconsin,Marinette,WI
55077,34015,Wisconsin,Marquette,WI
55078,5953,Wisconsin,Menominee,WI
55079,895558,Wisconsin,Milwaukee,WI
55081,110493,Wisconsin,Monroe,WI
55083,62721,Wisconsin,Oconto,WI
55085,67544,Wisconsin,Oneida,WI
55087,239527,Wisconsin,Outagamie,WI
55089,90889,Wisconsin,Ozaukee,WI
55091,11363,Wisconsin,Pepin,WI
55093,60012,Wisconsin,Pierce,WI
55095,74319,Wisconsin,Polk,WI
55097,79913,Wisconsin,Portage,WI
55099,28432,Wisconsin,Price,WI
55101,282214,Wisconsin,Racine,WI
55103,25816,Wisconsin,Richland,WI
55105,244336,Wisconsin,Rock,WI
55107,25095,Wisconsin,Rusk,WI
55109,144783,Wisconsin,St. Croix,WI
55111,93667,Wisconsin,Sauk,WI
55113,31949,Wisconsin,Sawyer,WI
55115,64182,Wisconsin,Shawano,WI
55117,152158,Wisconsin,Sheboygan,WI
55119,29164,Wisconsin,Taylor,WI
55121,45484,Wisconsin,Trempealeau,WI
55123,38593,Wisconsin,Vernon,WI
55125,49035,Wisconsin,Vilas,WI
55127,114900,Wisconsin,Walworth,WI
55129,36200,Wisconsin,Washburn,WI
55131,217956,Wisconsin,Washington,WI
55133,511065,Wisconsin,Waukesha,WI
55135,93571,Wisconsin,Waupaca,WI
55137,40036,Wisconsin,Waushara,WI
55139,248473,Wisconsin,Winnebago,WI
55141,111772,Wisconsin,Wood,WI
56001,60653,Wyoming,Albany,WY
56003,22931,Wyoming,Big Horn,WY
56005,81547,Wyoming,Campbell,WY
56007,23794,Wyoming,Carbon,WY
56009,33626,Wyoming,Converse,WY
56011,15446,Wyoming,Crook,WY
56013,66766,Wyoming,Fremont,WY
56015,24419,Wyoming,Goshen,WY
56017,9941,Wyoming,Hot Springs,WY
56019,15525,Wyoming,Johnson,WY
56021,288295,Wyoming,Laramie,WY
56023,40380,Wyoming,Lincoln,WY
56025,137697,Wyoming,Natrona,WY
56027,4259,Wyoming,Niobrara,WY
56029,62024,Wyoming,Park,WY
56031,20069,Wyoming,Platte,WY
56033,63289,Wyoming,Sheridan,WY
56035,23044,Wyoming,Sublette,WY
56037,72260,Wyoming,Sweetwater,WY
56039,28504,Wyoming,Teton,WY
56041,24569,Wyoming,Uinta,WY
56043,13187,Wyoming,Washakie,WY
56045,14688,Wyoming,Weston,WY
72000,1347165,Puerto Rico,Not Available,#N/A
90060,58963,Island Areas & Foreign,Not Available,#N/A
90066,298821,Island Areas & Foreign,Not Available,#N/A
90069,24183,Island Areas & Foreign,Not Available,#N/A
90078,78879,Island Areas & Foreign,Not Available,#N/A
99000,1234807,Island Areas & Foreign,Not Available,#N/A
